z = 3 llhood = -973782.206921 cost = 747.666631
z = 13 llhood = -922296.631344 cost = 953.463684
z = 23 llhood = -894730.609518 cost = 1101.267654
z = 33 llhood = -877589.227764 cost = 985.553553
z = 43 llhood = -863563.797595 cost = 1024.922029
z = 53 llhood = -852814.244978 cost = 1165.518772
z = 63 llhood = -844012.122190 cost = 1141.052079
z = 73 llhood = -836411.524585 cost = 1259.596428
z = 83 llhood = -829528.584949 cost = 1341.569783
z = 93 llhood = -823315.078888 cost = 1262.947609
z = 103 llhood = -818415.021816 cost = 1512.228595
z = 113 llhood = -813328.036424 cost = 1516.568643
z = 123 llhood = -808700.478114 cost = 1663.149710
z = 133 llhood = -804943.965458 cost = 1667.525403
z = 143 llhood = -801118.183437 cost = 1751.649206
z = 153 llhood = -796742.117443 cost = 1828.503664
z = 163 llhood = -794702.480238 cost = 1858.348440
z = 173 llhood = -790803.721784 cost = 2147.987550
z = 183 llhood = -787822.730953 cost = 2038.396444
z = 193 llhood = -784891.046263 cost = 1886.757959
z = 203 llhood = -782920.879800 cost = 2199.012683
z = 213 llhood = -780215.572185 cost = 2214.484940
z = 223 llhood = -777977.077787 cost = 2264.572652
z = 233 llhood = -776055.981161 cost = 2533.987723
z = 243 llhood = -773836.837297 cost = 2415.084260
z = 253 llhood = -772268.738924 cost = 2732.307158
z = 263 llhood = -769585.005643 cost = 2530.018818
z = 273 llhood = -767708.159138 cost = 2896.458289
z = 283 llhood = -765369.237016 cost = 2754.486797
z = 293 llhood = -763773.227083 cost = 3025.004390
z = 303 llhood = -762708.746233 cost = 2787.175699
z = 313 llhood = -761130.710307 cost = 3200.206291
z = 323 llhood = -759153.088053 cost = 3018.660368
